00021a2f-4a69-11e6-804e-848f69fd6b70,鲭亚目鱼中毒
0002be7e-31df-11e6-804e-848f69fd6b70,肝肺阿米巴脓肿
00031e89-31e0-11e6-804e-848f69fd6b70,第八因子抗体形成
0006c0ce-31e4-11e6-804e-848f69fd6b70,重型运输车司机在重型运输车与火车或铁路车辆碰撞中非交通事故的损伤
000b0d64-31e3-11e6-804e-848f69fd6b70,肌球蛋白尿
000b396d-31e1-11e6-804e-848f69fd6b70,脑血肿
000bad7a-31e2-11e6-804e-848f69fd6b70,急性骨髓炎
000c09b7-4a68-11e6-804e-848f69fd6b70,胆囊结石不伴有胆囊炎
001152bd-4a69-11e6-804e-848f69fd6b70,其他鱼和水生贝壳类动物中毒
0011cefa-31e0-11e6-804e-848f69fd6b70,高肝素血症
0012d778-31df-11e6-804e-848f69fd6b70,阿米巴性脑脓肿
001942b6-31e4-11e6-804e-848f69fd6b70,重型运输车乘客在重型运输车与火车或铁路车辆碰撞中非交通事故的损伤
001ab67f-31e3-11e6-804e-848f69fd6b70,胆汁尿
001bc0a3-31e1-11e6-804e-848f69fd6b70,出血(外伤)性脑软化
001c2ff3-31e2-11e6-804e-848f69fd6b70,亚急性骨髓炎
001ffc17-4a69-11e6-804e-848f69fd6b70,其他海产品的毒性效应
00207afb-31e0-11e6-804e-848f69fd6b70,血循环中抗凝物质存在
002184f0-31df-11e6-804e-848f69fd6b70,阿米巴脑和肝脓肿
0024c867-4a68-11e6-804e-848f69fd6b70,胆管结石伴有胆管炎
00294ccf-dfc4-4e15-92a6-6023ef5ceef5,脊髓蛛网膜粘连
00296132-31e3-11e6-804e-848f69fd6b70,血红旦白尿
002a736e-31e1-11e6-804e-848f69fd6b70,非创伤性硬脑膜下出血
002bd5cb-31e2-11e6-804e-848f69fd6b70,慢性多病灶性骨髓炎
002d3d9f-31e4-11e6-804e-848f69fd6b70,重型运输车车辆外人员在重型运输车与火车或铁路车辆碰撞中非交通事故的损伤
002f2b8a-31e0-11e6-804e-848f69fd6b70,抗凝血酶增多
002f9468-4a69-11e6-804e-848f69fd6b70,未特指海产品的毒性效应
00303351-31df-11e6-804e-848f69fd6b70,阿米巴脑和肺脓肿
003552de-4a68-11e6-804e-848f69fd6b70,胆管结石伴有胆囊炎
00380bfb-31e3-11e6-804e-848f69fd6b70,正铁血红蛋白尿
003a0c25-31e1-11e6-804e-848f69fd6b70,慢性硬膜下血肿
003b2d03-31e2-11e6-804e-848f69fd6b70,慢性骨髓炎伴有引流窦道
003bef0b-31e4-11e6-804e-848f69fd6b70,未特指重型运输车乘员在重型运输车与火车或铁路车辆碰撞中非交通事故的损伤
003e75b6-31e0-11e6-804e-848f69fd6b70,抗Ⅷa增多
003eb150-4a69-11e6-804e-848f69fd6b70,摄入蘑菇类的毒性效应
003ee45e-31df-11e6-804e-848f69fd6b70,阿米巴脑和肝、肺脓肿
0044ea36-4a68-11e6-804e-848f69fd6b70,胆管结石不伴有胆管炎或胆囊炎
0046d1cd-31e3-11e6-804e-848f69fd6b70,丙酮尿(症)
0049a210-31e1-11e6-804e-848f69fd6b70,颅内硬膜下出血
004a99c8-31e4-11e6-804e-848f69fd6b70,上或下重型运输车时的人员在重型运输车与火车或铁路车辆碰撞中的损伤
004ac5b4-31e2-11e6-804e-848f69fd6b70,其他慢性血原性骨髓炎
004d7b96-31e0-11e6-804e-848f69fd6b70,抗Ⅸa增多
004e7f70-31df-11e6-804e-848f69fd6b70,阿米巴性皮肤溃疡
004ec1d5-4a69-11e6-804e-848f69fd6b70,摄入浆果类的毒性效应
005481f1-4a68-11e6-804e-848f69fd6b70,其他的胆石症
0055805f-31e3-11e6-804e-848f69fd6b70,尿内儿茶酚胺水平升高
0057ce02-31e1-11e6-804e-848f69fd6b70,亚急性硬膜下血肿
005941d2-31e4-11e6-804e-848f69fd6b70,重型运输车司机在重型运输车与火车或铁路车辆碰撞中交通事故的损伤
005c2c11-31e0-11e6-804e-848f69fd6b70,抗Ⅹa增多
005e1050-31df-11e6-804e-848f69fd6b70,阿米巴皮炎
005f43ba-4a69-11e6-804e-848f69fd6b70,摄入其他植物(或植物的某些部分)的毒性效应
00642dd8-31e3-11e6-804e-848f69fd6b70,尿内药物、药剂和生物制剂水平升高
00667e08-31e1-11e6-804e-848f69fd6b70,非创伤性硬膜外血肿
0069e3b0-31e4-11e6-804e-848f69fd6b70,重型运输车乘客在重型运输车与火车或铁路车辆碰撞中交通事故的损伤
006bc4e2-31e0-11e6-804e-848f69fd6b70,抗Ⅺa增多
006cff31-31e2-11e6-804e-848f69fd6b70,慢性化脓性骨髓炎
006e92ea-31df-11e6-804e-848f69fd6b70,肺阿米巴病
00712736-4a69-11e6-804e-848f69fd6b70,摄入食物中其他特指有害物质的毒性效应
00753808-31e1-11e6-804e-848f69fd6b70,非创伤性硬脑膜外出血
00797b0c-31e4-11e6-804e-848f69fd6b70,重型运输车车辆外人员在重型运输车与火车或铁路车辆碰撞中交通事故的损伤
007b06eb-31e0-11e6-804e-848f69fd6b70,后天性凝血因子缺乏
007d8143-31e2-11e6-804e-848f69fd6b70,陈旧性骨髓炎
007db748-4a68-11e6-804e-848f69fd6b70,急性胆囊炎
007e98ad-31df-11e6-804e-848f69fd6b70,阿米巴性阑尾炎
007fd54f-4a69-11e6-804e-848f69fd6b70,摄入食物中未特指的有害物质的毒性效应
0083e775-31e1-11e6-804e-848f69fd6b70,非创伤性颅内出血
0089b297-31e0-11e6-804e-848f69fd6b70,获得性维生素K依赖因子缺乏症
0089d371-31e4-11e6-804e-848f69fd6b70,未特指重型运输车乘员在重型运输车与火车或铁路车辆碰撞中交通事故的损伤
008aa1eb-31e3-11e6-804e-848f69fd6b70,尿内重金属水平异常
008c2e65-31e2-11e6-804e-848f69fd6b70,慢性膝关节滑膜炎
008d46bb-31df-11e6-804e-848f69fd6b70,阿米巴性外阴炎
008e38c3-4a68-11e6-804e-848f69fd6b70,慢性胆囊炎
008e8c2a-4a69-11e6-804e-848f69fd6b70,蛇毒液的毒性效应
009738d0-31e1-11e6-804e-848f69fd6b70,颅内血肿(非创伤性)
009861ee-31e0-11e6-804e-848f69fd6b70,免疫性凝血酶元减少
0098832d-31e4-11e6-804e-848f69fd6b70,重型运输车司机在重型运输车与其他非机动车辆碰撞中非交通事故的损伤
00994e2e-31e3-11e6-804e-848f69fd6b70,尿内主要为非药用物质的水平异常
009add3a-31e2-11e6-804e-848f69fd6b70,跖骨籽骨形成
009bf245-31df-11e6-804e-848f69fd6b70,阿米巴性心包炎
009d3501-4a69-11e6-804e-848f69fd6b70,其他爬行动物类毒液的毒性效应
009ec8ec-4a68-11e6-804e-848f69fd6b70,其他的胆囊炎
00a5e100-31e1-11e6-804e-848f69fd6b70,脑桥被盖部综合征[雷-塞二氏综合征]
00a7125b-31e0-11e6-804e-848f69fd6b70,获得性凝血因子缺乏
00a81c09-31e4-11e6-804e-848f69fd6b70,重型运输车乘客在重型运输车与其他非机动车辆碰撞中非交通事故的损伤
00a93a00-31e3-11e6-804e-848f69fd6b70,尿培养阳性所见
00a98ac9-31e2-11e6-804e-848f69fd6b70,骨干炎
00aaa2a6-31df-11e6-804e-848f69fd6b70,阿米巴性龟头炎
00ac61af-4a69-11e6-804e-848f69fd6b70,蝎子毒液的毒性效应
00b0338b-4a68-11e6-804e-848f69fd6b70,未特指的胆囊炎
00b5793c-31e1-11e6-804e-848f69fd6b70,塞斯坦-舍奈麻痹
00b6b2d1-31e0-11e6-804e-848f69fd6b70,出血倾向
00b6f108-31e4-11e6-804e-848f69fd6b70,重型运输车车辆外人员在重型运输车与其他非机动车辆碰撞中非交通事故的损伤
00b9cef2-31df-11e6-804e-848f69fd6b70,"阿米巴病 NOS"
00bb44cf-31e3-11e6-804e-848f69fd6b70,尿的微生物学检查的异常所见
00bc68c7-4a69-11e6-804e-848f69fd6b70,蜘蛛毒液的毒性效应
00c0b7c2-4a68-11e6-804e-848f69fd6b70,胆囊梗阻
00c499cd-31e1-11e6-804e-848f69fd6b70,入脑前动脉栓塞引起的脑梗死
00c59f26-31e4-11e6-804e-848f69fd6b70,未特指重型运输车乘员在重型运输车与其他非机动车辆碰撞中非交通事故的损伤
00c63fff-31e0-11e6-804e-848f69fd6b70,凝血时间延长
00c9dce2-31df-11e6-804e-848f69fd6b70,小袋虫病
00ca0026-31e3-11e6-804e-848f69fd6b70,尿的细胞学和组织学检查的异常所见
00cb87f2-31e2-11e6-804e-848f69fd6b70,骨肉芽肿
00cff4ca-4a68-11e6-804e-848f69fd6b70,胆囊积水
