<PAD>	0
，	1
医	2
诊	3
您	4
的	5
是	6
前	7
问	8
？	9
可	10
有	11
好	12
我	13
。	14
情	15
.	16
提	17
：	18
为	19
生	20
约	21
预	22
以	23
就	24
病	25
症	26
一	27
科	28
次	29
如	30
全	31
导	32
1	33
号	34
挂	35
本	36
查	37
不	38
述	39
询	40
描	41
咨	42
要	43
者	44
否	45
根	46
微	47
据	48
么	49
理	50
免	51
患	52
会	53
指	54
费	55
供	56
题	57
需	58
吗	59
了	60
下	61
2	62
什	63
息	64
你	65
检	66
示	67
时	68
温	69
信	70
已	71
馨	72
状	73
对	74
成	75
请	76
况	77
出	78
做	79
单	80
和	81
细	82
常	83
详	84
3	85
看	86
怎	87
康	88
都	89
意	90
过	91
合	92
健	93
药	94
注	95
给	96
样	97
比	98
日	99
续	100
开	101
院	102
疗	103
功	104
进	105
行	106
能	107
这	108
在	109
何	110
确	111
用	112
任	113
建	114
护	115
议	116
集	117
团	118
转	119
订	120
~	121
个	122
果	123
后	124
复	125
体	126
谢	127
炎	128
上	129
感	130
没	131
通	132
多	133
天	134
于	135
性	136
小	137
！	138
吃	139
写	140
治	141
填	142
引	143
回	144
便	145
继	146
快	147
内	148
发	149
现	150
还	151
、	152
很	153
月	154
血	155
解	156
补	157
经	158
疑	159
高	160
去	161
到	162
充	163
完	164
大	165
等	166
4	167
0	168
具	169
更	170
仅	171
交	172
持	173
点	174
起	175
服	176
始	177
容	178
来	179
子	180
认	181
间	182
物	183
话	184
答	185
断	186
方	187
道	188
痛	189
面	190
心	191
未	192
也	193
说	194
往	195
片	196
或	197
分	198
染	199
手	200
长	201
步	202
5	203
结	204
兴	205
尚	206
考	207
视	208
气	209
正	210
想	211
食	212
素	213
宝	214
初	215
年	216
管	217
种	218
因	219
头	220
中	221
帮	222
疼	223
水	224
那	225
期	226
动	227
8	228
关	229
吸	230
重	231
最	232
术	233
部	234
及	235
应	236
咳	237
呼	238
盒	239
两	240
候	241
口	242
再	243
作	244
\	245
觉	246
孕	247
人	248
频	249
胃	250
皮	251
自	252
该	253
定	254
身	255
敏	256
（	257
些	258
）	259
他	260
尿	261
平	262
化	263
明	264
将	265
眼	266
虑	267
几	268
囊	269
但	270
肿	271
压	272
支	273
呢	274
少	275
电	276
急	277
麻	278
线	279
按	280
腺	281
早	282
外	283
直	284
三	285
接	286
处	287
周	288
白	289
祝	290
嗽	291
鼻	292
原	293
调	294
般	295
西	296
消	297
孩	298
近	299
较	300
左	301
6	302
久	303
效	304
之	305
其	306
酸	307
量	308
激	309
规	310
无	311
今	312
红	313
清	314
,	315
甲	316
喝	317
儿	318
与	319
里	320
饮	321
超	322
烦	323
先	324
见	325
稍	326
流	327
牙	328
参	329
液	330
右	331
当	332
主	333
得	334
力	335
乳	336
每	337
家	338
代	339
适	340
7	341
然	342
替	343
排	344
事	345
所	346
地	347
保	348
睡	349
宫	350
照	351
析	352
影	353
g	354
法	355
只	356
知	357
活	358
除	359
腹	360
胶	361
由	362
带	363
度	364
怀	365
热	366
肠	367
神	368
吧	369
膜	370
务	371
阴	372
黄	373
克	374
m	375
料	376
肤	377
配	378
哪	379
办	380
慢	381
痰	382
响	383
让	384
加	385
色	386
粒	387
冒	388
资	389
节	390
又	391
痒	392
使	393
啊	394
致	395
9	396
助	397
糖	398
着	399
*	400
颈	401
目	402
抗	403
退	404
系	405
追	406
别	407
才	408
晚	409
反	410
打	411
严	412
肝	413
变	414
骨	415
阿	416
菌	417
同	418
买	419
捷	420
刺	421
烧	422
瘤	423
舒	424
门	425
沟	426
癌	427
避	428
顺	429
准	430
干	431
半	432
太	433
增	434
喉	435
肺	436
咽	437
位	438
耳	439
脑	440
卵	441
泌	442
肾	443
第	444
产	445
精	446
们	447
二	448
像	449
腔	450
制	451
林	452
湿	453
拉	454
低	455
疾	456
伤	457
腰	458
疹	459
异	460
特	461
显	462
霉	463
待	464
休	465
辣	466
序	467
椎	468
而	469
收	470
岁	471
耐	472
受	473
夫	474
毒	475
辛	476
质	477
验	478
洗	479
孢	480
必	481
老	482
测	483
史	484
镜	485
并	486
莫	487
试	488
维	489
失	490
侧	491
专	492
妇	493
网	494
减	495
胸	496
类	497
肚	498
击	499
星	500
张	501
从	502
易	503
工	504
四	505
购	506
且	507
床	508
东	509
秒	510
-	511
客	512
肌	513
风	514
非	515
边	516
十	517
判	518
养	519
止	520
难	521
己	522
脚	523
观	524
表	525
膏	526
告	527
轻	528
酒	529
取	530
肉	531
B	532
光	533
针	534
控	535
胎	536
奶	537
图	538
缓	539
海	540
刚	541
拨	542
束	543
害	544
属	545
五	546
颗	547
腿	548
积	549
剂	550
突	551
眠	552
察	553
停	554
良	555
包	556
放	557
脂	558
夜	559
切	560
c	561
房	562
型	563
晕	564
安	565
脏	566
沙	567
新	568
脸	569
跟	570
胀	571
段	572
推	573
马	574
C	575
相	576
缺	577
块	578
品	579
核	580
痘	581
项	582
住	583
师	584
担	585
乐	586
强	587
盐	588
阳	589
午	590
扁	591
淡	592
石	593
希	594
改	595
造	596
降	597
硬	598
T	599
拍	600
睛	601
双	602
望	603
嗯	604
巴	605
把	606
脱	607
总	608
找	609
齿	610
报	611
吐	612
尽	613
恢	614
利	615
胆	616
桃	617
育	618
哦	619
数	620
劳	621
均	622
塞	623
昨	624
泡	625
随	626
障	627
妈	628
尔	629
选	630
程	631
运	632
饭	633
损	634
列	635
证	636
声	637
散	638
路	639
六	640
丸	641
临	642
紧	643
t	644
油	645
软	646
忙	647
氧	648
?	649
美	650
滴	651
疮	652
底	653
店	654
冷	655
室	656
…	657
份	658
碍	659
氟	660
彩	661
听	662
趣	663
局	664
整	665
思	666
偏	667
走	668
越	669
女	670
输	671
防	672
脉	673
掉	674
概	675
抽	676
抱	677
机	678
综	679
形	680
凉	681
菜	682
蛋	683
传	684
男	685
律	686
毛	687
入	688
善	689
依	690
达	691
射	692
嗓	693
择	694
虚	695
胞	696
她	697
实	698
格	699
涂	700
足	701
:	702
空	703
真	704
松	705
淋	706
歉	707
酮	708
短	709
差	710
咙	711
疫	712
基	713
学	714
胰	715
；	716
愈	717
象	718
另	719
勃	720
怕	721
换	722
)	723
厉	724
斑	725
态	726
金	727
巢	728
熬	729
汗	730
a	731
书	732
钙	733
母	734
率	735
坐	736
忌	737
米	738
楚	739
洛	740
唑	741
求	742
此	743
卷	744
至	745
(	746
涕	747
伴	748
标	749
环	750
黑	751
童	752
恶	753
脓	754
粉	755
喘	756
被	757
连	758
h	759
即	760
卫	761
它	762
极	763
误	764
炼	765
锻	766
溃	767
征	768
公	769
申	770
火	771
延	772
青	773
营	774
算	775
拿	776
累	777
爱	778
背	779
偶	780
留	781
肛	782
名	783
荐	784
钟	785
范	786
备	787
友	788
角	789
蔬	790
附	791
肟	792
联	793
够	794
向	795
疡	796
普	797
岛	798
乙	799
决	800
b	801
泻	802
错	803
区	804
站	805
奇	806
烟	807
p	808
板	809
案	810
业	811
味	812
首	813
仔	814
围	815
醒	816
o	817
立	818
暖	819
穿	820
台	821
肥	822
】	823
习	824
【	825
敷	826
件	827
冠	828
副	829
破	830
统	831
静	832
共	833
各	834
假	835
曲	836
禁	837
螺	838
净	839
嘴	840
朋	841
磁	842
粘	843
值	844
评	845
盘	846
采	847
暂	848
记	849
亲	850
缩	851
含	852
拔	853
挺	854
卡	855
S	856
山	857
脾	858
擦	859
呀	860
华	861
乱	862
膝	863
条	864
呕	865
稳	866
舌	867
愉	868
隐	869
喂	870
肩	871
器	872
畅	873
喷	874
A	875
氨	876
咬	877
遗	878
市	879
振	880
欢	881
弱	882
鲜	883
隔	884
例	885
颜	886
移	887
罗	888
困	889
七	890
烂	891
惯	892
毫	893
促	894
裂	895
百	896
须	897
l	898
价	899
豆	900
痔	901
迟	902
闷	903
啦	904
闭	905
花	906
洁	907
则	908
万	909
草	910
组	911
杆	912
哮	913
盆	914
甘	915
N	916
混	917
诺	918
级	919
瘩	920
疙	921
啥	922
速	923
倍	924
硝	925
摩	926
抹	927
腻	928
牛	929
置	930
乏	931
王	932
触	933
升	934
H	935
班	936
泄	937
肢	938
龄	939
赖	940
朵	941
痤	942
P	943
摸	944
似	945
京	946
′	947
″	948
燥	949
窦	950
秘	951
O	952
创	953
折	954
袋	955
予	956
瓶	957
氯	958
寒	959
险	960
龈	961
危	962
满	963
存	964
幽	965
元	966
迎	967
叫	968
糜	969
音	970
嘛	971
托	972
布	973
八	974
“	975
”	976
x	977
亢	978
痕	979
旋	980
叶	981
鸡	982
～	983
股	984
球	985
梗	986
死	987
签	988
盖	989
+	990
优	991
肪	992
介	993
固	994
计	995
国	996
益	997
厚	998
疱	999
瘙	1000
脖	1001
贴	1002
奥	1003
晨	1004
九	1005
监	1006
鸣	1007
灸	1008
衣	1009
疤	1010
疲	1011
绪	1012
w	1013
堵	1014
坚	1015
G	1016
抓	1017
贫	1018
限	1019
北	1020
紊	1021
跳	1022
宜	1023
刀	1024
u	1025
I	1026
坏	1027
溶	1028
源	1029
i	1030
虫	1031
宁	1032
深	1033
臭	1034
疣	1035
栓	1036
抑	1037
南	1038
X	1039
餐	1040
钱	1041
汤	1042
李	1043
!	1044
唇	1045
教	1046
织	1047
释	1048
纯	1049
脊	1050
民	1051
e	1052
哭	1053
钾	1054
阵	1055
式	1056
艾	1057
爸	1058
离	1059
司	1060
扩	1061
苦	1062
灵	1063
酶	1064
愿	1065
蚊	1066
雾	1067
刘	1068
屁	1069
称	1070
硫	1071
稀	1072
冲	1073
阻	1074
若	1075
膀	1076
睑	1077
索	1078
尖	1079
佳	1080
言	1081
畸	1082
密	1083
D	1084
木	1085
郁	1086
芬	1087
许	1088
尤	1089
纤	1090
鱼	1091
妥	1092
萎	1093
修	1094
智	1095
靠	1096
丝	1097
躺	1098
仍	1099
户	1100
胺	1101
恩	1102
字	1103
龟	1104
迫	1105
醇	1106
州	1107
鉴	1108
M	1109
估	1110
拜	1111
婴	1112
框	1113
官	1114
简	1115
胖	1116
叙	1117
痣	1118
植	1119
瘦	1120
y	1121
夏	1122
烈	1123
冬	1124
剧	1125
守	1126
诉	1127
焦	1128
悬	1129
透	1130
s	1131
茎	1132
陈	1133
银	1134
淫	1135
逐	1136
R	1137
络	1138
繁	1139
癜	1140
哺	1141
匹	1142
Ⅱ	1143
熟	1144
瑞	1145
倒	1146
紫	1147
丁	1148
