00f2a6d9-31e0-11e6-804e-848f69fd6b70,腹型过敏性紫癜
010ef5d2-31e1-11e6-804e-848f69fd6b70,入脑前动脉血栓形成引起的脑梗死
0186d526-31df-11e6-804e-848f69fd6b70,原生动物性痢疾
018e5db7-31e3-11e6-804e-848f69fd6b70,颅内占位性病变
01bb4a5f-31e3-11e6-804e-848f69fd6b70,肺部阴影
0256fc5e-31e1-11e6-804e-848f69fd6b70,颈动脉动脉硬化
0373c1ac-31e3-11e6-804e-848f69fd6b70,肾功能异常
03826cda-31e3-11e6-804e-848f69fd6b70,肝功能异常
04d4a4e9-f8c5-4516-87b3-61a6b409ea7e,慢性前列腺炎
05a63a4b-31e1-11e6-804e-848f69fd6b70,高血压性脑病
0cab7d93-31e1-11e6-804e-848f69fd6b70,闭塞性血栓性脉管炎(血栓闭塞性脉管炎)[伯格氏病]
0d0e29e9-31e2-11e6-804e-848f69fd6b70,慢性肾炎
0d4ea9cc-31e2-11e6-804e-848f69fd6b70,肾病综合征伴微小病变型肾小球肾炎
0d533e9b-31df-11e6-804e-848f69fd6b70,骨关节结核
0e24939f-6eee-4dd5-be6c-e993f7defbf8,单纯红细胞再生障碍性贫血
0edc96ee-31e2-11e6-804e-848f69fd6b70,"肾小球肾病 NOS"
118786A184B1FC4AE0500A0AC86471F9,固定性药疹
118786A1850AFC4AE0500A0AC86471F9,迷路炎
118786A1852FFC4AE0500A0AC86471F9,慢性化脓性中耳炎
118786A185B5FC4AE0500A0AC86471F9,婴儿手足搐搦症
118786A185C7FC4AE0500A0AC86471F9,球后视神经炎
118786A185FDFC4AE0500A0AC86471F9,溶血性黄疸
118786A1861EFC4AE0500A0AC86471F9,急性喉炎
118786A18629FC4AE0500A0AC86471F9,急性胃肠炎
118786A18659FC4AE0500A0AC86471F9,酒精性脂肪肝
118786A186ADFC4AE0500A0AC86471F9,输卵管积水
119CA9AC8F9B940EE0500A0AC8642C62,慢性喉炎
12996f1e-31e0-11e6-804e-848f69fd6b70,甲状腺结节
12f18dce-31e0-11e6-804e-848f69fd6b70,甲状腺肿
133c3635-31e2-11e6-804e-848f69fd6b70,急性肾衰竭伴有肾小管坏死
1371ab13-31e1-11e6-804e-848f69fd6b70,下肢慢性深静脉炎
14102bac-31e2-11e6-804e-848f69fd6b70,尿毒症性脑病
14c93231-31e4-11e6-804e-848f69fd6b70,"跌倒 NOS"
14dcd023-31e2-11e6-804e-848f69fd6b70,慢性肾功能不全
14eb82f6-31e2-11e6-804e-848f69fd6b70,尿毒症
16673cb5-31e0-11e6-804e-848f69fd6b70,慢性甲状腺炎
17539b91-31e0-11e6-804e-848f69fd6b70,甲状腺肿物
17616f81-31e3-11e6-804e-848f69fd6b70,"颈椎骨折 NOS"
178ce4ed-31e1-11e6-804e-848f69fd6b70,内痔
17ee24f4-31e1-11e6-804e-848f69fd6b70,外痔
186300a5-31e4-11e6-804e-848f69fd6b70,异物进入其他腔口
1865f599-31e1-11e6-804e-848f69fd6b70,"痔 NOS"
18a7faf1-fbb8-11e5-a258-f98ed89254eb,三叉神经痛
18bf1f51-31e4-11e6-804e-848f69fd6b70,气管内异物
19f9dfbc-31e4-11e6-804e-848f69fd6b70,"动物咬伤或造成损伤 NOS"
1a599dcd-31e2-11e6-804e-848f69fd6b70,肾肿物
1b5fbf73-31e4-11e6-804e-848f69fd6b70,吸入或咽下食物引起呼吸道梗阻
1bab728c-31e0-11e6-804e-848f69fd6b70,"糖尿病 NOS"
1c08ba21-31e4-11e6-804e-848f69fd6b70,X线、电磁引起电离辐射烧伤
1c43c587-31e1-11e6-804e-848f69fd6b70,淋巴结炎
1cbd1ed9-31e0-11e6-804e-848f69fd6b70,低血糖症
1cbf53e9-31df-11e6-804e-848f69fd6b70,未定型麻风
1e6111af-31e2-11e6-804e-848f69fd6b70,非淋菌性尿道炎
1e7e6b02-31e2-11e6-804e-848f69fd6b70,尿道口炎
1f0d4589-31e0-11e6-804e-848f69fd6b70,高泌乳素血症
1f78b8bd-31df-11e6-804e-848f69fd6b70,"破伤风 NOS"
1fddf478-9db1-471b-847d-0c45fcbb2b35,营养不良
1ff3bcbd-31df-11e6-804e-848f69fd6b70,喉白喉
20b95e1d-31e1-11e6-804e-848f69fd6b70,鼻咽炎
2103d541-31e3-11e6-804e-848f69fd6b70,肺挫伤
214b4078-31e2-11e6-804e-848f69fd6b70,前列腺肥大(增生)
219b0051-31df-11e6-804e-848f69fd6b70,流行性脑膜炎
2250ed2b-31e1-11e6-804e-848f69fd6b70,急性咽炎
245a3867-31e1-11e6-804e-848f69fd6b70,急性咽喉炎
24b3d9ff-31df-11e6-804e-848f69fd6b70,"败血症 NOS"
24d311d2-31e2-11e6-804e-848f69fd6b70,包皮炎
25e8778f-31e1-11e6-804e-848f69fd6b70,肺炎球菌性肺炎
25f6200f-31e3-11e6-804e-848f69fd6b70,腰椎骨折
263007d9-31e1-11e6-804e-848f69fd6b70,葡萄球菌性肺炎
26a85c2a-31e1-11e6-804e-848f69fd6b70,绿脓杆菌性肺炎
27cc4877-31e1-11e6-804e-848f69fd6b70,大叶性肺炎
2970041d-31e2-11e6-804e-848f69fd6b70,乳腺囊性增生病(慢性囊性乳腺炎)
29c299fd-31e2-11e6-804e-848f69fd6b70,乳房纤维囊性乳腺病
2a4a752a-31e2-11e6-804e-848f69fd6b70,乳房脓肿
2a820986-31e1-11e6-804e-848f69fd6b70,过敏性鼻炎(变应性鼻炎)
2a8e606a-31e2-11e6-804e-848f69fd6b70,乳腺炎
2ab2b202-31e3-11e6-804e-848f69fd6b70,肝损伤
2b5c73ac-31e2-11e6-804e-848f69fd6b70,乳房结节
2bfc7854-31e2-11e6-804e-848f69fd6b70,乳头溢液
2c8a5375-31e2-11e6-804e-848f69fd6b70,急性输卵管炎
2e6a3a40-31e2-11e6-804e-848f69fd6b70,子宫颈炎
2f59071a-31df-11e6-804e-848f69fd6b70,"梅毒 NOS"
2ff504bf-31e2-11e6-804e-848f69fd6b70,子宫粘连
30c81c22-31e2-11e6-804e-848f69fd6b70,细菌性阴道炎
3106e415-31e2-11e6-804e-848f69fd6b70,急性阴道炎
317ec154-31e0-11e6-804e-848f69fd6b70,营养性肥胖
319200b0-31df-11e6-804e-848f69fd6b70,"淋病 NOS"
32e97328-31e1-11e6-804e-848f69fd6b70,声带结节
33be6292-31e1-11e6-804e-848f69fd6b70,声带肿物
34384796-31df-11e6-804e-848f69fd6b70,肛门生殖器疱疹
37060,自然流产
37061,卵巢妊娠
37062,输卵管妊娠
37065,腹腔妊娠
37066,前置胎盘
37171,脂肪肝
37176,高脂血症
37177,半乳糖血症
37186,高钠血症
37187,低钾血症
37197,脚气病
37200,佝偻病
37249,新生儿失血性贫血
37252,新生儿出血病
37279,新生儿惊厥
37384,多发性大动脉炎
37637,慢性腹泻
37891,中毒性脑病
37940,生长激素缺乏症
37956802-31e1-11e6-804e-848f69fd6b70,咽肌痉挛
37988,风湿性多肌痛
37d5336c-31e2-11e6-804e-848f69fd6b70,卵巢扭转
38036,结节性红斑
38040,下肢静脉曲张
38045,风湿热
38049,高尿酸血症
38070,强直性脊柱炎
38123,不安腿综合征
38158,外阴炎
38248,子宫内膜息肉
38311,滴虫性阴道炎
38335,月经过多
38345,慢性子宫颈炎
38351,卵巢恶性肿瘤
38356,更年期综合征
38360,绝经后骨质疏松
38370,急性盆腔炎
38371,慢性盆腔炎
38422,急性胰腺炎
38433,脾脓肿
38434,脾囊肿
38443,胆囊结石
38444,胆总管结石
38526,天花
38543ab5-31e1-11e6-804e-848f69fd6b70,气管受压
38563,伤寒
38570,气性坏疽
38571,幽门螺旋杆菌感染
38594,脑膜炎球菌性脑膜炎
38613,结核性腹膜炎
38622,猩红热
38704,创伤性休克
38726,臂丛神经损伤
38737,锁骨骨折
38789,股骨颈骨折
38803,髌骨骨折
38833,腰肌劳损
38838,肘关节结核
38839,腕关节结核
38841,髋关节结核
38852,肘管综合征
38892,腱鞘囊肿
38904,痛风性关节炎
38922,腰椎间盘脱出
38923,腰椎管狭窄
38927,脊髓前角灰质炎
38931,致密性骨炎
38935,脊柱结核
38948,神经根型颈椎病
38949,脊髓型颈椎病
38950,椎动脉型颈椎病
38966,先天性髋关节脱位
38980,先天性斜颈
38985,脊柱裂
39029,肺念珠菌病
39030,肺隐球菌病
39092,肺脓肿
39099,非典型性肺炎
39120,急性纵隔炎
39142,急性呼吸衰竭
39143,慢性呼吸衰竭
39146,成人呼吸窘迫综合征
39168,换气过度综合征
39171,睡眠呼吸暂停综合征
39199,慢性支气管炎
39208,慢性肺源性心脏病
39209,肺水肿
39210,肺纤维化
39250,吸入性肺炎
39263,胸腔积液
39324,精神分裂症
39333,广泛性焦虑障碍
39399,阵发性室上性心动过速
39485,急腹症
39488,胃肠功能紊乱
39583,膀胱输尿管反流
39586,膀胱外翻
39604,鞘膜积液
39619,精索静脉曲张
39626,肾动脉栓塞
39635,急性肾盂肾炎
39643,急性膀胱炎
39644,慢性膀胱炎
39646,腺性膀胱炎
39650,尿道炎
39657,急性附睾炎
39662,肾结核
39681,肾错构瘤
39695,精索恶性肿瘤
39702,输尿管结石
39703,膀胱结石
39704,尿道结石
39719,尿道综合征
39724,输尿管损伤
39726,尿道损伤
39771,结节性甲状腺肿
39772,甲状腺机能亢进
39788,肾结石
39825,糖尿病性视网膜病
39842,寻常疣
39844,扁平疣
39854,传染性软疣
39860,手足口病
39866,疱疹性咽峡炎
39902,湿疹
39964,植物神经功能紊乱
3a8deb0f-31e1-11e6-804e-848f69fd6b70,慢性支气管炎急性发作
3be7c8f6-31e2-11e6-804e-848f69fd6b70,子宫颈鳞状上皮不典型增生
3c4f1aac-31e0-11e6-804e-848f69fd6b70,Ⅰ型高脂蛋白血(症)
3db7f086-31df-11e6-804e-848f69fd6b70,病毒性脑炎
40028,红斑狼疮
40032,皮肌炎
40115,高胡萝卜素血症
40140,血小板减少性紫癜
40153,老年性紫癜
40160,脂溢性皮炎
40167,多汗症
40248,原发性肾上腺皮质功能减退症
40285,口角炎
40288,龟头炎
40355,毛囊炎
40603,头癣
40604,体癣
40605,股癣
40607,手癣
40663,疥疮
40679,毒蛇咬伤
40696,尖锐湿疣
40763,胃恶性肿瘤
40769,胃损伤
40785,十二指肠溃疡
40788,先天性肠旋转不良
40841,肛裂
40843,肛瘘
40844,直肠阴道瘘
40854,直肠息肉
40859,急性阑尾炎
40860,慢性阑尾炎
40882,上肢深静脉血栓形成
40886,后天性动静脉瘘
40941,甲状舌管囊肿
40972,毒性结节性甲状腺肿
41010,急性乳腺炎
41023,乳腺腺病
41060,腹膜后血肿
41072,股疝
41073,脐疝
41165,亚急性坏死性脊髓炎
41178,脊髓缺血
41180,多发性硬化
41182,急性播散性脑脊髓炎
41187,小脑萎缩
41190,肌萎缩侧索硬化
41197,遗传性共济失调
41213,异染性脑白质营养不良
41218,苯丙酮尿症
41225,脊髓空洞症
41227,脑性瘫痪
41229,脑出血
41230,蛛网膜下腔出血
41255,先天性肌强直
41266,特发性震颤
41306,失眠
41312,紧张性头痛
41313,丛集性头痛
41323,脑血栓形成
41324,脑栓塞
41336,多发脑梗死性痴呆
41375,进行性多灶性白质脑病
41376,神经梅毒
41378,结核性脑膜炎
41393,舌咽神经痛
41397,脑震荡
41427,脑外伤后综合征
41467,颅内动脉瘤
41495,化脓性脑膜炎
41496,脑脓肿
41506,脑棘球蚴病
41514,脊索瘤
41516,脊髓蛛网膜炎
41536,痉挛性斜颈
41541,急性肾小球肾炎
41543,膜性肾病
41544,肾病综合征
41549,IgA肾病
41565,肾小管酸中毒
41582,狼疮性肾炎
41592,糖尿病性肾病
41616,流行性出血热
41646,支原体感染
41655,多囊肾
41662,前列腺恶性肿瘤
41721,胃结核
41723,急性胃炎
41727,慢性胃炎
41729,胃溃疡
41731,应激性溃疡
41733,溃疡病穿孔
41740,胃息肉
41747,急性胃扩张
41755,肠结核
41764,肠梗阻
41778,肠套叠
41787,直肠脱垂
41805,肠息肉
41831,肝硬化
41838,胆道蛔虫病
41842,胆囊息肉
41849,先天性胆总管囊肿
41852,急性胆囊炎
41860,慢性胰腺炎
41901,充血性心力衰竭
41906,急性心包炎
41908,缩窄性心包炎
41949,冠状动脉粥样硬化性心脏病
41951,稳定性心绞痛
41952,不稳定性心绞痛
41968,肺动脉高压
41970,肺栓塞
41975,主动脉瓣狭窄
41981,二尖瓣脱垂综合征
41990,窦性心动过速
42004,心房扑动
42060,肾动脉狭窄
42061,颈动脉狭窄
42070,心脏骤停
42081,心肌炎
42082,病毒性心肌炎
42117,创伤性膈疝
42136,重症肌无力
42154,反流性食管炎
42167,贲门恶性肿瘤
42171,肋骨骨折
42179,开放性气胸
42180,张力性气胸
42181,自发性气胸
42182,血胸
42221,支气管扩张
42223,肺外结核
42272,自身免疫性溶血性贫血
42292,缺铁性贫血
42422,原发性血小板增多症
4245d30e-31e2-11e6-804e-848f69fd6b70,阴道出血
42527,泪囊炎
42542,翼状胬肉
42656,原发性开角型青光眼
42708,莱姆病
42892,甲状腺腺瘤
