Ⅰ型高脂蛋白血(症),一般疾病，持续密切观察，需及时就医
IgA肾病,一般疾病，持续密切观察，需及时就医
X线、电磁引起电离辐射烧伤,一般疾病，持续密切观察，需及时就医
三叉神经痛,一般疾病，持续密切观察，需及时就医
上消化道出血,一般疾病，持续密切观察，需及时就医
上肢深静脉血栓形成,一般疾病，持续密切观察，需及时就医
下肢慢性深静脉炎,一般疾病，持续密切观察，需及时就医
下肢静脉曲张,一般疾病，持续密切观察，需及时就医
不安腿综合征,一般疾病，持续密切观察，需及时就医
不稳定性心绞痛,一般疾病，持续密切观察，需及时就医
丛集性头痛,一般疾病，持续密切观察，需及时就医
中暑,危急症，需立即就医
中毒性脑病,危急症，需立即就医
中耳炎,一般疾病，持续密切观察，需及时就医
中耳胆脂瘤,一般疾病，持续密切观察，需及时就医
主动脉瓣狭窄,一般疾病，持续密切观察，需及时就医
乳头溢液,一般疾病，持续密切观察，需及时就医
乳房纤维囊性乳腺病,一般疾病，持续密切观察，需及时就医
乳房结节,一般疾病，持续密切观察，需及时就医
乳房脓肿,一般疾病，持续密切观察，需及时就医
乳腺(房)恶性肿瘤 NOS,一般疾病，持续密切观察，需及时就医
乳腺囊性增生病(慢性囊性乳腺炎),一般疾病，持续密切观察，需及时就医
乳腺增生,一般疾病，持续密切观察，需及时就医
乳腺炎,一般疾病，持续密切观察，需及时就医
乳腺腺病,一般疾病，持续密切观察，需及时就医
二尖瓣脱垂综合征,一般疾病，持续密切观察，需及时就医
亚急性坏死性脊髓炎,一般疾病，持续密切观察，需及时就医
产间尿潴留,危急症，需立即就医
传染性软疣,一般疾病，持续密切观察，需及时就医
伤寒,一般疾病，持续密切观察，需及时就医
低血糖症,一般疾病，持续密切观察，需及时就医
低钾血症,一般疾病，持续密切观察，需及时就医
体癣,一般疾病，持续密切观察，需及时就医
佝偻病,一般疾病，持续密切观察，需及时就医
偏头痛,一般疾病，持续密切观察，需及时就医
充血性心力衰竭,危急症，需立即就医
先兆流产,危急症，需立即就医
先天性心脏病(CHD),一般疾病，持续密切观察，需及时就医
先天性斜颈,一般疾病，持续密切观察，需及时就医
先天性肌强直,一般疾病，持续密切观察，需及时就医
先天性肠旋转不良,危急症，需立即就医
先天性胆总管囊肿,一般疾病，持续密切观察，需及时就医
先天性髋关节脱位,一般疾病，持续密切观察，需及时就医
入脑前动脉血栓形成引起的脑梗死,危急症，需立即就医
内分泌的胰腺恶性肿瘤,一般疾病，持续密切观察，需及时就医
内痔,一般疾病，持续密切观察，需及时就医
冠状动脉粥样硬化性心脏病,一般疾病，持续密切观察，需及时就医
分泌性中耳炎,一般疾病，持续密切观察，需及时就医
创伤性休克,危急症，需立即就医
创伤性膈疝,危急症，需立即就医
前列腺恶性肿瘤,一般疾病，持续密切观察，需及时就医
前列腺肥大(增生),一般疾病，持续密切观察，需及时就医
前置胎盘,一般疾病，持续密切观察，需及时就医
动物咬伤或造成损伤 NOS,危急症，需立即就医
动脉粥样硬化,一般疾病，持续密切观察，需及时就医
包皮炎,一般疾病，持续密切观察，需及时就医
包皮过长,一般疾病，持续密切观察，需及时就医
化脓性胸膜炎,一般疾病，持续密切观察，需及时就医
化脓性脑膜炎,危急症，需立即就医
化脓性骨髓炎,一般疾病，持续密切观察，需及时就医
十二指肠淤积,一般疾病，持续密切观察，需及时就医
十二指肠溃疡,一般疾病，持续密切观察，需及时就医
半乳糖血症,一般疾病，持续密切观察，需及时就医
单纯性紫癜,一般疾病，持续密切观察，需及时就医
